"CASE","SERIAL","subject_id","Pos","bet.ges...ms.3","STARTED","BI01","BI02","SS01_01","SS01_02","SS_Score","FF01_01","FF01_02","FF01_03","FF01_04","FF01_05","FF01_06","FF01_07","FTF6_Score","OP01_01","OP01_02","OP01_03","OP01_04","OP01_05","OP01_06","OP01_07","OP01_08","OP01_09","OP01_10","Opt_Score","Pess_Score","ME01","ME09","ME02","ME02_05","ME03","ME04","ME05","ME05_01","ME05_02","ME05_03","ME05_08","ME05_10","ME05_05","ME05_05a","ME05_06","ME05_06a","ME06","ME06_05","ME06_01","ME06_02","ME06_03","ME06_04","ME06_06","ME10","PT01_01","PT02","PT02_01","DE01","DE02_01","DE05","DE06","TIME001","TIME002","TIME003","TIME004","TIME005","TIME006","TIME007","TIME008","TIME009","TIME010","TIME_SUM","MAILSENT","LASTDATA","FINISHED","Q_VIEWER","LASTPAGE","MAXPAGE","MISSING","MISSREL","TIME_RSI","DEG_TIME","BF"
168,NA,"juv2e1x4",52,9920,"19.03.2017 21:59",5,5,3,5,2,3,2,3,3,3,5,7,3.166666667,4,2,3,4,4,3,3,2,4,4,4,3.333333333,1,4,5,"40",1,1,2,2,2,1,1,1,1,"",1,"",6,2,2,2,2,2,2,5,"Ja, das frage ich mich auch! Für mich besteht zwischen dem Bild- und Tonteil und den Fragen danach keine ersichtlicher Zusammenhang. Eine Antwort würde mich schon interessieren! ",1,"Siehe Antwort auf Frage 14",1,54,1,NA,13,12,22,99,77,8,88,289,12,21,641,NA,"19.03.2017 22:10",1,0,10,10,0,0,0.84,1,0.20446676452249524
39,NA,"q08khgw3",42,15473,"19.03.2017 00:11",3,2,2,4,2,3,2,4,2,2,2,6,2.5,4,3,3,3,5,3,3,3,2,3,3.333333333,2.666666667,1,2,5,"15",1,3,2,2,2,1,1,1,1,"",1,"",5,2,2,2,2,1,2,5,"keine ahnung. irgendwas mit beten? ",1,"die vielen bilder anschauen",1,54,1,NA,13,8,19,58,57,6,113,39,12,NA,325,NA,"19.03.2017 00:16",0,0,9,9,0,0,1.18,12,0.1962663062132224
5,NA,"z3mf41py",47,89312,"09.03.2017 21:23",5,NA,2,5,1.5,5,4,3,5,4,4,5,4.166666667,3,4,2,4,2,4,2,5,4,4,3.666666667,2.666666667,1,3,5,"50",2,1,3,2,2,1,2,1,1,"",1,"",3,1,2,1,2,1,2,4,"Auswirkungen von Gebet auf den Alltag und der Psyche.",1,"Wenn ich die Verbindung zwishen Tonlage und Bild betrachte, hätte ich einige anderes zugeordnet.",1,54,2,3,9,19,39,62,10,70,91,14,25,NA,277,NA,"09.03.2017 21:28",1,0,9,9,0,0,1.18,63,0.19309564260096182
376,NA,"07huxmq8",58,10575,"27.03.2017 18:42",5,5,4,2,4,3,4,5,5,2,3,5,3.666666667,3,5,2,3,5,2,3,4,2,4,3.333333333,2.333333333,1,2,5,"30",2,2,4,2,2,2,1,2,1,"",1,"",4,2,1,2,2,2,1,4,"habe ich noch keine Meinung zu",1,"die Bildauswahl und Töne",2,55,1,NA,7,7,18,49,61,8,73,74,14,NA,311,NA,"27.03.2017 18:47",0,0,9,9,0,0,1.18,9,0.20136914354704608
15,NA,"0ghop1fu",55,23563,"18.03.2017 22:17",4,3,3,4,2.5,3,3,5,4,1,1,7,2.833333333,3,3,3,4,4,2,4,3,2,5,4,3,1,4,5,"45",1,2,5,2,2,2,2,2,1,"",1,"",4,2,2,1,2,1,2,5,"",2,"",1,55,1,NA,17,19,43,51,103,13,125,24,21,30,446,NA,"18.03.2017 22:24",1,0,10,10,3,2,0.9,11,0.20663659488232988
365,NA,"9n4tut7a",48,7600,"25.03.2017 19:16",3,1,4,4,3,7,5,7,5,5,5,3,5.666666667,3,3,4,3,5,4,4,2,3,4,3.333333333,3.666666667,1,2,5,"55",1,1,1,2,1,1,1,1,1,"",1,"",3,1,2,1,2,1,2,3,"weiß nicht",1,"",2,55,1,NA,12,12,16,46,60,8,92,34,18,23,321,NA,"25.03.2017 19:22",1,0,10,10,3,3,1.13,11,0.20422966566368828
85,NA,"c39sh6z2",49,263798,"19.03.2017 15:22",5,4,4,1,4.5,4,4,7,4,5,5,3,4.833333333,2,4,5,1,1,1,5,3,5,1,1.333333333,5,1,2,5,"30",2,1,3,2,2,2,1,1,1,"",1,"",4,2,2,1,2,1,2,3,"Ob die Menschen glauben das ihr Gebet Auswirkunhen hat/erhört wird.",2,"",2,55,1,NA,8,14,37,94,111,8,116,147,13,28,576,NA,"19.03.2017 15:31",1,0,10,10,0,0,0.77,1,0.2029092218997815
126,NA,"d4t7cpxq",49,13631,"19.03.2017 19:00",5,4,4,2,4,3,3,3,2,2,2,6,2.5,5,3,2,4,5,3,2,5,2,5,4.666666667,2,1,3,5,"40",1,2,3,2,2,1,2,1,1,"",1,"",4,2,2,2,2,1,1,5,"Welche Auswirkungen das Gebet auf die Lebenseinstellung hat.",1,"Die unterschiedlichen Bilder",1,55,1,NA,8,10,18,57,72,8,85,42,14,19,333,NA,"19.03.2017 19:05",1,0,10,10,0,0,1.12,7,0.2016015292484424
277,NA,"j9yrnryt",50,137917,"20.03.2017 22:08",5,3,2,3,2.5,4,3,3,5,2,2,5,3.166666667,4,3,2,3,3,3,4,4,2,4,3.666666667,2.666666667,1,4,5,"38",1,2,2,2,2,1,1,1,1,"",1,"",5,2,2,2,2,1,2,5,"keine Ahnung",1,"die Bilder und Töne vor der Befragung",2,55,1,NA,11,27,28,90,178,57,174,107,14,21,658,NA,"20.03.2017 22:20",1,0,10,10,0,0,0.63,0,0.20134937962690735
341,NA,"mbf2rx0v",63,8336,"23.03.2017 05:02",4,5,2,3,2.5,6,5,4,4,1,1,6,3.5,4,2,2,3,3,4,3,3,2,4,3.666666667,2.333333333,1,3,5,"54",1,2,3,2,2,2,1,1,1,"",1,"",3,2,2,1,2,1,1,5,"Ob sich Beten positiv auf die Gemütswirkung auswirkt",1,"Ja, die Folge der Bilder",2,55,1,NA,25,7,59,75,99,5,65,46,12,22,415,NA,"23.03.2017 05:09",1,0,10,10,0,0,1.03,11,0.21664620322294934
280,NA,"u038es0v",54,64231,"20.03.2017 22:36",3,4,2,3,2.5,1,1,4,2,1,1,7,1.666666667,3,3,2,4,4,3,1,4,1,5,4,1.333333333,1,3,5,"52",3,1,3,2,2,1,1,2,1,"",1,"",2,1,2,1,1,1,2,5,"Ob eine Korrelation zwischen positiver Grundeinstellung zum Leben und Gebetspraxis besteht.",2,"",1,55,1,NA,6,7,16,38,64,6,59,69,10,25,300,NA,"20.03.2017 22:41",1,0,10,10,0,0,1.31,17,0.22129354691153894
111,NA,"vwbj0rnk",52,9159,"19.03.2017 17:55",5,5,2,3,2.5,1,2,1,2,1,1,7,1.333333333,5,5,2,5,4,3,1,1,1,5,5,1.333333333,1,4,5,"50",1,5,5,2,2,2,1,2,2,"jesusgebet ",1,"",5,2,2,2,1,2,2,5,"die Relation Stimmungen zu Gebetsverhalten ",1,"dass man mal eine studie über das gebet macht ",1,55,1,NA,8,8,24,49,122,10,125,79,13,22,460,NA,"19.03.2017 18:02",1,0,10,10,0,0,0.94,3,0.2235235085570171
225,NA,"y6tew456",49,63985,"20.03.2017 11:30",5,4,4,4,3,1,4,2,2,1,4,7,2.333333333,5,5,1,5,5,1,1,3,1,5,5,1,1,4,5,"55",1,1,1,2,1,1,1,1,1,"",1,"",1,2,1,1,1,1,1,5,"Eine spirtuelle Verbindung von Mensch zu Gott, eventuell unter Bezugnahme auf Herkunft und/oder sozialen Status.",1,"....die doch teilweise schrägen Töne bei den schrecklichen Bildern, teilweise die gleichen Bilder!",1,55,1,NA,22,11,36,62,83,8,66,120,14,29,451,NA,"20.03.2017 11:37",1,0,10,10,0,0,0.84,2,0.222016609677777
329,NA,"zw7dt9am",42,7509,"22.03.2017 14:45",5,5,5,3,4,2,2,3,6,1,4,2,3,3,1,4,4,5,2,4,2,2,2,3,3.333333333,1,4,5,"50",1,2,5,2,2,1,2,1,2,"Zungengebete",2,"Lobpreis",5,2,2,2,2,1,2,5,"Ob Gebete wirklich wirken und Menschen es mit Gott ernst meinen und was sich ändert",1,"was sollten die vielen Mordbilder?",1,55,1,NA,6,6,24,49,66,9,95,58,9,16,338,NA,"22.03.2017 14:51",1,0,10,10,0,0,1.22,12,0.21260556433875302
50,NA,"1uhn9m44",47,150959,"19.03.2017 06:07",5,5,5,3,4,6,6,6,5,4,5,6,5.333333333,4,4,4,4,5,2,2,3,2,3,3.666666667,2.666666667,1,2,4,"",1,1,2,2,2,1,1,1,1,"",1,"",3,2,2,1,1,1,2,3,"Beten im Sinne von Bitten habe ich aufgegeben. Sinnlos! Dennoch danke ich Gott für jeden Lebenstag, Gesundheit und glückliche Stunden. Und guten Freunden, Verwandten und Bekannten. Ansonsten halte ich es mit Dismas - falls Ihr den kennt.",1,"Nachdenken!",2,56,1,NA,8,9,10,53,62,8,54,414,15,18,651,NA,"19.03.2017 06:18",1,0,10,10,0,0,1.16,13,0.2090153436531009
339,NA,"1xwhhf92",43,10728,"22.03.2017 22:40",5,4,4,3,3.5,3,6,2,2,2,2,6,2.833333333,5,3,2,5,5,5,2,4,1,5,5,1.666666667,1,4,5,"35",1,2,1,1,2,1,1,1,1,"",1,"",1,2,1,1,1,1,1,5,"Ob Menschen die beten auch depressiv sein können",1,"Ich hatte den Eindruck, dass durch die Fragen nicht geklärt werden sollte ob beten hilft....s.o.!",1,56,1,NA,7,11,17,81,72,9,52,111,13,36,409,NA,"22.03.2017 22:47",1,0,10,10,0,0,1.01,7,0.20151438519871187
114,NA,"a6gomkfa",50,367926,"19.03.2017 18:04",5,4,3,4,2.5,4,2,4,4,1,2,1,2.833333333,3,5,3,4,5,1,2,2,2,4,3.666666667,2.333333333,1,4,5,"40",1,2,4,2,2,1,2,2,1,"",1,"",6,2,2,2,2,2,2,5,"Wie sich Bilder (pos./neg.) einprägen/auswirken und Beten sich auf meine Haltung zum Leben auswirkt.",1,"Merkwürdig nicht: aber positive Bilder waren mit hellen/freundlichen Tönen unterlegt/begleitet und ""negative"" Bilder mit dunklen etwas verzerrten.",1,56,1,NA,13,15,32,65,108,14,113,240,16,19,635,NA,"19.03.2017 18:15",1,0,10,10,0,0,0.72,0,0.20126799541093549
55,NA,"ge7p9q1f",47,202637,"19.03.2017 08:31",4,4,1,3,2,1,2,1,2,1,2,7,1.5,5,3,2,4,4,2,3,2,1,5,4.666666667,2,1,3,5,"40",1,1,1,2,1,1,1,1,1,"",1,"",5,2,2,2,2,1,2,5,"wie lange man sich tatsächlich konzentriert, auch wenn einem ständig Bilder durch den Kopf rennen/ hier gezeigt werden",1,"es waren sehr viel mehr negative bilder",1,56,1,NA,13,6,20,49,79,8,115,117,13,30,450,NA,"19.03.2017 08:39",1,0,10,10,0,0,0.97,5,0.1979948312508424
441,NA,"mxd0x8m0",49,28629,"29.04.2017 20:03",5,5,3,4,2.5,1,4,1,1,1,1,5,1.5,5,3,2,3,5,1,3,2,5,5,4.333333333,3.333333333,1,4,5,"20",1,5,5,2,2,2,2,2,1,"",1,"",6,2,2,2,2,2,2,5,"Keine Ahnung",2,"",1,56,1,NA,16,10,22,71,94,10,97,67,12,15,414,NA,"29.04.2017 20:10",1,0,10,10,0,0,0.94,3,0.19675113497944324
350,NA,"rjbqzycj",51,121115,"23.03.2017 20:39",5,3,1,5,1,4,3,3,5,1,6,7,3.666666667,3,3,5,5,5,4,3,3,2,4,4,3.333333333,1,4,5,"40",1,2,3,2,2,1,2,1,1,"",1,"",5,2,2,2,2,1,2,5,"???",-9,"",1,56,1,NA,10,19,33,89,152,14,175,56,27,41,616,NA,"23.03.2017 20:49",1,0,10,10,3,3,0.66,2,0.1975244400193792
101,NA,"svhflfl2",47,9985,"19.03.2017 17:12",5,3,2,2,3,5,5,4,3,2,3,5,3.666666667,3,4,3,3,4,2,2,3,2,4,3.333333333,2.333333333,1,3,5,"40",1,2,1,1,2,1,1,1,1,"",1,"",3,2,2,1,1,1,2,4,"Wie ernst es mir mit dem Gebet ist auch hinsichtlich der Situation in der Welt in der wir leben.",1,"Es gab schöne und böse BIlder. Am Anfang waren es überwiegend gute Bilder, später dann überwiegend eher böse Bilder. Das spiegelt das Empfingen der Menschen wieder. Dadurch wurde das auch dementsprechend mit einem Ton (der ganz schön schräg war) untermalt.",1,56,1,NA,6,9,18,37,49,5,55,218,10,15,422,NA,"19.03.2017 17:19",1,0,10,10,0,0,1.31,19,0.19434662957305376
370,NA,"v5umdq28",49,38070,"26.03.2017 09:29",5,4,3,2,3.5,1,2,6,2,1,1,7,2.166666667,4,3,2,4,4,3,2,3,2,5,4.333333333,2,1,4,4,"",1,3,3,2,2,1,1,2,1,"",1,"",3,2,2,2,1,1,1,5,"die Kraft des Gebets, bzw. die Auswirkung auf die Lebenseinstellung",1,"Sicherheitswarnung auf meinem Browser; wenn ich nicht den Link nicht aus zuverlässiger Quelle bekommen hätte, hätte ich abgebrochen.",2,56,1,NA,10,10,48,103,173,9,100,163,13,27,656,NA,"26.03.2017 09:40",1,0,10,10,0,0,0.73,0,0.19313763276597767
53,NA,"wm07zuwp",43,6681,"19.03.2017 07:53",5,3,3,1,4,6,5,7,5,5,4,7,5.333333333,5,4,4,5,5,5,2,4,4,3,4.333333333,3.333333333,1,4,5,"40",2,1,1,2,1,1,1,1,1,"",1,"",1,1,2,1,1,1,1,4,"Wo - wie kann man/n´s einschätzen",-9,"",2,56,1,NA,24,16,44,85,105,13,122,107,46,34,596,NA,"19.03.2017 08:03",1,0,10,10,3,3,0.58,0,0.1865852124752121
408,NA,"yds9rxrw",48,35019,"14.04.2017 13:33",5,5,2,4,2,3,2,3,2,2,6,1,3,1,3,3,4,4,1,4,5,4,4,3,3.666666667,1,2,5,"54",1,1,4,2,2,1,1,1,2,"Lieder die mir in den Kopf kommen",2,"Gezielte Fürbittgebete für Einzelpersonen",5,2,2,2,2,1,2,5,"Keine Ahnung was für Ergebnisse Ihr aus dieser Studie wirklich ziehen wollt. - für mich ist tiefer glaube an GOTT oder wem auch immer, die absolute Voraussetzung für  ernsthafte Gebete, die wirken sollen.",1,"Das Fotos.Schauen - keine Ahnung , was das auslösen sollte. Ich fand es eher unproduktiv. Aber ich habe auch keine Scheu mich auf was einzulassen . letztendlich entscheidet mein Geist, was bleibt und was nicht.",1,56,1,NA,45,24,146,177,222,21,395,404,42,36,1389,NA,"14.04.2017 13:58",1,0,10,10,0,0,0.31,0,0.18456678459838005
149,NA,"3x8k4zmj",48,1072653,"19.03.2017 20:35",5,5,2,4,2,1,1,1,1,1,1,7,1,5,5,2,5,5,3,3,2,1,5,5,2,1,4,5,"35",1,3,4,2,2,1,2,2,1,"",1,"",5,2,2,2,2,1,2,5,"Was beten bewirkt, ob es tatsächlich auf das Leben des Menschen Einfluss hat, wenn man betet.",2,"",1,57,1,NA,11,7,32,53,94,10,113,76,15,20,431,NA,"19.03.2017 20:42",1,0,10,10,0,0,0.93,2,0.18258328573278268
219,NA,"epm5yme9",46,520785,"20.03.2017 09:47",5,5,2,4,2,4,3,4,2,1,2,1,2.666666667,5,3,3,5,5,3,3,2,2,5,5,2.666666667,1,4,5,"50",2,2,3,2,2,1,1,2,1,"",1,"",4,2,2,1,2,1,2,5,"Ob Gebet einen Wirkung hat und auch erhört wird.
Wo Gott ist, Gott ist in uns und nicht oberhalb der Zimmerdecke",2,"",1,57,1,NA,19,13,50,112,153,13,115,98,20,34,627,NA,"20.03.2017 09:57",1,0,10,10,0,0,0.61,0,0.1789837956032077
151,NA,"h9k5erqo",49,12808,"19.03.2017 20:42",5,5,2,3,2.5,5,5,4,4,4,1,6,3.833333333,4,3,2,4,5,3,3,4,2,5,4.333333333,2.333333333,1,3,5,"40",1,1,3,2,2,1,2,1,1,"",1,"",4,2,1,2,2,1,2,4,"Ob Beten direkten Einfluss auf mein Leben hat? Was die unterschiedlichen Bilder mit mir machen? Wirken sie sich in irgendeiner Weise auf mein Verhalten aus? Auf mein Gebet? Auf die Beantwortung der Fragen?",1,"Es waren immer Kontraste zwischen heiler Welt und Katastrophe - Gut und Böse (subjektiv empfunden) Einige Bilder wurden wiederholt, andere nicht.",1,57,1,NA,15,8,42,96,118,29,122,314,14,23,781,NA,"19.03.2017 20:55",1,0,10,10,0,0,0.66,1,0.17792236463140404
436,NA,"r8gnxddk",49,624427,"27.04.2017 22:45",5,5,1,4,1.5,1,1,7,2,1,1,7,2.166666667,5,5,3,5,5,1,1,1,1,5,5,1.666666667,1,4,5,"15",1,2,1,1,2,1,1,1,1,"",1,"",4,2,2,1,2,1,2,5,"Welche Gebetserfahrungen die einzelnen Personen mit Gott haben.",2,"",1,57,1,NA,8,15,50,76,107,11,97,68,21,33,486,NA,"27.04.2017 22:53",1,0,10,10,0,0,0.77,1,0.17687043400785435
411,NA,"rqmb5zzm",48,405681,"15.04.2017 21:17",5,5,1,5,1,1,2,7,6,1,7,7,4,5,5,3,5,5,5,3,5,1,5,5,2.333333333,1,4,4,"",1,2,3,2,2,1,1,2,1,"",1,"",4,2,2,1,2,1,2,5,"Ob sich durch Gebet das Leben der Menschen positiv verändert.",2,"",1,57,1,NA,12,11,38,205,197,10,153,91,21,32,770,NA,"15.04.2017 21:30",1,0,10,10,0,0,0.64,0,0.17501885542751686
359,NA,"s77tdc5h",53,220826,"24.03.2017 20:12",4,3,3,3,3,4,3,6,3,4,2,5,3.666666667,4,5,2,4,4,1,2,2,2,4,4,2,1,4,5,"50",1,1,4,2,2,2,1,2,1,"",1,"",6,2,2,2,2,2,2,4,"Wie ich auf die negativen Situationen/Bilder und positven nach dem Beten emotional reagiert habe. Ob  das Betrachten des Kreuzes zwischendurch mich evtl. beruhigt hat?",1,"Es war alles Schwarz -oder Weißmalerei",1,57,1,NA,19,9,17,60,74,8,74,201,13,28,503,NA,"24.03.2017 20:20",1,0,10,10,0,0,0.92,4,0.17735946200487585
230,NA,"ts8zp8vr",51,53275,"20.03.2017 12:12",5,5,3,2,3.5,6,7,6,6,5,5,3,5.833333333,3,2,3,2,3,2,3,2,4,3,2.666666667,3.333333333,1,3,5,"50",1,1,1,2,1,1,1,1,1,"",1,"",2,1,2,1,2,1,1,4,"Die Wirkung von Gebeten auf das Leben der Menschen",1,"Der Zusammenhang zwischen den Bildern und dem Beten war mir nicht klar",1,57,1,NA,7,7,29,42,63,8,78,73,13,15,335,NA,"20.03.2017 12:18",1,0,10,10,0,0,1.15,9,0.1779975408115663
429,NA,"zobjb433",53,15616,"23.04.2017 09:35",5,5,1,5,1,5,4,2,3,1,1,7,2.666666667,4,1,2,4,5,1,3,5,1,5,4.333333333,2,1,4,5,"48",1,2,2,2,1,1,1,2,1,"",1,"",3,2,2,1,1,1,2,5,"",2,"",1,57,1,NA,10,7,18,54,67,13,80,26,16,26,317,NA,"23.04.2017 09:40",1,0,10,10,3,2,1.2,15,0.18041550598860906
291,NA,"37mz1w7k",46,475037,"21.03.2017 11:39",5,5,4,2,4,2,2,2,1,2,1,1,1.666666667,5,4,1,5,5,2,2,4,1,5,5,1.333333333,1,4,5,"22",1,3,4,2,2,1,2,1,2,"in Sprachen",1,"",5,2,2,2,2,1,2,5,"Wirkt Gott heute noch im Leben von Menschen? Bewirkt er Veränderung an Geist und Seele durch intensive Gemeinschaft/Beziehung im Gebet?",2,"",1,58,1,NA,11,13,39,91,158,11,168,450,17,34,992,NA,"21.03.2017 11:56",1,0,10,10,0,0,0.6,0,0.17687426206300225
64,NA,"5t7sv7az",57,645454,"19.03.2017 11:15",3,5,2,2,3,4,5,3,3,1,3,7,3.166666667,5,3,4,5,5,2,4,5,2,4,4.666666667,3.333333333,1,4,5,"40",1,2,2,2,2,1,1,1,1,"",1,"",4,2,2,1,2,1,2,5,"Die Zufriedenheit eines Betenden mit seinem Leben....",1,"Meine Überlegungen wie mein Leben ab zulaufen hat ist zuweilen sehr anders zu dem was Gott mit mir vorhat.
Kann der heilige Geist gemessen werden?",1,58,1,NA,11,10,29,83,131,10,146,212,25,34,691,NA,"19.03.2017 11:26",1,0,10,10,0,0,0.67,0,0.18300622731173305
92,NA,"7oscbqxh",50,8714,"19.03.2017 16:13",4,3,3,3,3,6,5,5,5,2,4,6,4.5,4,3,3,4,4,3,3,3,3,2,3.333333333,3,1,4,5,"18",1,2,3,2,2,1,2,1,1,"",1,"",4,2,2,2,2,1,1,5,"Wahrnehmung ungewöhnlicher und alltäglicher Dinge",2,"",1,58,1,NA,11,6,8,22,35,7,49,50,11,5,204,NA,"19.03.2017 16:16",1,0,10,10,0,0,1.88,49,0.18278910364377116
17,NA,"foo8txpv",49,33015,"18.03.2017 22:24",5,2,1,2,2.5,1,1,3,3,1,1,7,1.666666667,5,4,1,4,3,2,1,4,1,5,4.666666667,1,1,3,5,"28",1,3,3,2,1,2,2,1,1,"",1,"",2,2,2,1,1,1,1,5,"Zusammenhang zwischen Gebet/glauben und allgemeiner Einstellung zum Leben",1,"Die Wiederholung mancher Bilder",2,58,1,NA,15,15,23,281,63,10,130,93,16,27,673,NA,"18.03.2017 22:35",1,0,10,10,0,0,0.75,1,0.18169346573580905
335,NA,"n76e2smf",50,27061,"22.03.2017 18:46",4,4,3,2,3.5,2,3,4,5,2,3,4,3.166666667,4,3,2,4,4,2,2,4,2,3,3.666666667,2,1,4,5,"30",2,1,4,2,1,2,1,2,2,"",1,"",5,2,2,2,2,1,2,4,"innere Haltung des Menschen ",2,"",2,58,1,NA,21,14,47,185,134,13,137,64,24,34,673,NA,"22.03.2017 18:57",1,0,10,10,3,3,0.61,1,0.18147875763678667
137,NA,"nlw24vbe",53,48576,"19.03.2017 19:41",5,5,3,3,3,3,2,2,3,1,3,7,2.333333333,5,4,1,5,5,2,2,4,1,5,5,1.333333333,1,4,5,"54",1,5,3,2,1,1,2,1,1,"",2,"ich denke vor Gott, Er ist Teil meines Lebens und Denkens",4,2,2,1,2,1,2,5,"inwieweit sich die innere Verbindung (Gebet) zu einem höheren Wesee auf das seelische Erleben, Gelassenheit, Zuversicht auswirkt",2,"",1,58,1,NA,6,5,19,35,43,6,118,74,12,21,339,NA,"19.03.2017 19:47",1,0,10,10,0,0,1.32,18,0.18399020332036212
180,NA,"sngbjwf4",47,140586,"19.03.2017 22:35",5,5,2,3,2.5,6,4,1,4,3,6,5,4,4,3,2,3,4,2,4,3,4,5,4,3.333333333,1,3,5,"55",1,1,6,2,2,1,2,2,2,"Fürbitte für mich und andere",2,"für die Christenheit und alle",3,2,2,1,1,1,2,4,"Wie echt die Wunder z.B. über Heilungen sind. Ist da womöglich auch eine Art von Hypnose ?
Werden Heilungen, Gebetserfahrungen zum Teil auch  Schöngeredet ?",2,"",2,58,1,NA,28,16,30,261,195,19,406,605,27,50,1107,NA,"19.03.2017 23:02",1,0,10,10,0,0,0.4,0,0.18115654874178072
12,NA,"3n6odgm7",45,2087,"14.03.2017 09:33",5,NA,1,3,2,1,1,1,3,1,1,7,1.333333333,5,3,1,4,3,2,3,3,1,4,4.333333333,1.666666667,1,3,4,"",1,2,3,2,2,1,1,2,1,"",1,"",1,2,1,1,1,1,1,5,"Kraft des Gebetes ",1,"Bilder iVm dem Ton; mal Schönes, dann ""Gewalt"" - kein Bezug/Frage dazu",1,59,1,NA,8,13,35,66,7,59,91,12,35,NA,275,NA,"14.03.2017 09:38",1,0,9,9,0,0,1.21,85,0.17679070826566115
415,NA,"6z5qu10x",52,272883,"18.04.2017 19:56",5,5,3,1,4,7,1,1,3,1,1,7,2.333333333,5,5,1,5,5,1,5,5,1,5,5,2.333333333,1,4,5,"51",1,1,1,1,2,1,1,1,1,"",1,"",1,2,1,1,1,1,1,5,"#NAME?",2,"",2,59,1,NA,10,9,20,75,79,11,70,80,14,43,411,NA,"18.04.2017 20:02",1,0,10,10,0,0,0.92,3,0.17830237814131475
10,NA,"g41e3p63",52,16232,"13.03.2017 08:37",5,NA,2,3,2.5,1,1,1,6,1,1,1,1.833333333,4,3,2,3,2,2,2,3,2,3,3.333333333,2,1,3,4,"",1,2,2,2,2,1,1,1,1,"",1,"",1,2,1,1,1,1,1,5,"nicht bekannt",1,"",1,59,1,NA,12,23,42,69,7,54,27,12,15,NA,215,NA,"13.03.2017 08:41",1,0,9,9,3,3,1.4,97,0.1798400045393937
57,NA,"g7m9cmlb",54,276888,"19.03.2017 08:55",5,4,3,3,3,1,1,2,4,1,1,1,1.666666667,4,5,1,5,5,1,1,1,5,5,4.666666667,2.333333333,1,4,5,"25",1,2,2,2,2,1,1,1,1,"",1,"",3,2,2,2,1,1,1,5,"",1,"",1,59,1,NA,13,9,20,28,55,10,74,25,14,11,259,NA,"19.03.2017 08:59",1,0,10,10,6,5,1.4,23,0.18325366849679434
252,NA,"8qaqtxtv",45,13324,"20.03.2017 19:08",5,4,2,3,2.5,4,3,5,3,1,2,3,3,4,3,2,3,4,4,2,3,1,1,2.666666667,1.666666667,1,3,5,"40",1,2,2,1,2,1,1,2,1,"",1,"",3,1,2,1,2,1,2,4,"Die Wirksamkeit eines Gebets",1,"",1,60,1,NA,17,10,19,53,116,11,145,31,14,57,473,NA,"20.03.2017 19:16",1,0,10,10,3,3,0.95,8,0.1787943259906929
138,NA,"bzzeeymt",41,417520,"19.03.2017 19:44",5,4,1,2,2.5,4,3,3,1,1,1,4,2.166666667,4,4,2,5,5,2,2,4,2,3,4,2,1,4,5,"50",1,2,2,2,1,1,2,1,1,"",1,"",4,2,2,2,2,1,1,4,"Wirksamkeit des Gebetes",2,"",2,60,1,NA,12,10,22,53,95,8,92,43,12,28,375,NA,"19.03.2017 19:50",1,0,10,10,0,0,1.02,5,0.17160285234246755
191,NA,"e6zh8j64",48,635793,"19.03.2017 23:11",5,5,2,4,2,1,7,1,1,1,1,1,2,5,4,5,5,5,2,4,3,2,1,3.666666667,3.666666667,1,4,5,"50",1,2,6,2,2,2,2,2,2," in der Tätigkeit",1,"",6,2,2,2,2,2,2,5,"Ob und welche Auswirkungen Gebee haben",2,"",1,60,1,NA,24,10,38,85,104,13,262,73,20,27,656,NA,"19.03.2017 23:22",1,0,10,10,0,0,0.67,0,0.1698454245837887
37,NA,"nwsce7pm",64,8013,"18.03.2017 23:54",5,4,3,4,2.5,2,1,2,2,1,1,1,1.5,5,4,1,5,5,2,2,5,1,5,5,1.333333333,1,4,5,"35",1,4,3,2,2,1,2,1,1,"",1,"",4,2,2,2,1,1,2,5,"",2,"",2,60,1,NA,10,15,19,56,150,12,106,15,15,74,472,NA,"19.03.2017 00:02",1,0,10,10,3,2,0.99,21,0.1823570074934478
121,NA,"3by0cqf3",49,104188,"19.03.2017 18:34",5,3,4,4,3,4,2,5,6,1,3,7,3.5,5,4,3,4,5,4,4,5,2,5,4.666666667,3,1,4,5,"25",2,1,2,2,2,1,1,1,1,"",1,"",3,2,2,1,2,1,1,4,"Ob das vorangegangene Gebet die Beurteilung der Bilder und der nachfolgenden Fragen beeinflusst oder nicht.",1,"Die Bilderfolge am Beginn kann ich schwer in Verbindung mit der Thematik der Umfrage in einen Kontext bringen.",2,61,1,NA,12,11,21,77,112,24,91,77,11,19,455,NA,"19.03.2017 18:41",1,0,10,10,0,0,0.87,1,0.18128006095714663
195,NA,"a0qzknj5",39,8319,"19.03.2017 23:31",5,3,4,2,4,2,2,3,2,2,2,5,2.166666667,4,2,3,3,4,3,3,4,1,5,4,2.333333333,1,3,5,"40",1,1,3,2,2,1,2,1,1,"",1,"",4,2,2,1,2,1,2,5,"die Kraft des Gebets",1,"",1,61,2,3,11,9,11,31,48,6,76,36,11,10,249,NA,"19.03.2017 23:35",1,0,10,10,3,3,1.51,27,0.17260277410492367
