"ï..CASE","STARTED","self","Geschlecht","Alter","Orientierung","IN03_41","IN03_42","IN03_43","IN03_44","IN03_45","IN03_46","IN03_47","IN03_48","IN03_49","IN03_50","IN03_51","IN03_52","IN03_53","IN03_54","IN03_55","IN03_56","IN03_57","IN01_01","IN01_02","IN01_03","IN01_04","IN01_05","IN01_06","IN01_07","IN01_08","IN01_09","IN01_10","IN01_11","IN01_12","IN01_13","IN01_14","IN01_15","IN01_16","IN01_17","IN01_18","IN01_19","IN01_20","IN04_21","IN04_22","IN04_23","IN04_24","IN04_25","IN04_26","IN04_27","IN04_28","IN04_29","IN04_30","IN04_31","IN04_32","IN04_33","IN04_34","IN04_35","IN04_36","IN04_37","IN04_38","IN04_39","IN04_40","IN02_21","IN02_22","IN02_23","IN02_24","IN02_25","IN02_26","IN02_27","IN02_28","IN02_29","IN02_30","IN02_31","IN02_32","IN02_33","IN02_34","IN02_35","IN02_36","IN02_37","IN05_01","IN05_02","IN05_03","IN05_04","IN05_05","IN05_06","IN05_07","IN05_08","IN05_09","IN05_10","IN05_11","IN05_12","IN05_13","IN05_14","IN05_15","IN05_16","IN05_17","IN05_18","IN05_19","IN05_20","Ziele","IntimitÃ.t_Bindung","Geselligkeit","Anderen_helfen","Hilfe_bekommen","Anerkennung_WertschÃ.tzung","Ãœberlegensein_Imponieren","Autonomie","Leistung","Kontrolle","Bildung_Verstehen","Glauben_Sinn","Leben_auskosten","Selbstvertauen_Selbstwert","Selbstbelohnung","Alleinsein_Trennung","GeringschÃ.tzung","Erniedrigung_Blamage","VorwÃ.rfe_Kritik","AbhÃ.ngigkeit_Autonomieverlust","Spannungen","sich_verletzbar_machen","Hilflosigkeit_Ohnmacht","Versagen","INK_AnnÃ.herung","INK_Vermeidung","INK_GES","IAT","Ink_hoch","bf","date"
737,"10/24/2018 12:21:17",3,1,18,1,4,3,2,4,3,4,2,2,2,2,3,2,5,2,2,4,2,5,5,4,3,4,2,2,2,3,3,2,2,3,3,2,1,3,2,2,2,2,3,2,2,2,2,2,2,3,5,3,2,3,3,3,4,3,3,4,2,3,3,2,2,2,3,1,2,4,3,1,3,2,4,3,5,3,3,4,3,3,4,2,2,2,2,2,3,3,3,3,3,3,4,2,3,2,"Vielleicht soll herausgefunden werden, wie SelbsteinschÃ¤tzung und persÃ¶nliche Eigenschaften die Klangwahrnehmung beeinflussen.",3.8,3.25,3,4,3.5,3.5,2.75,2,2.25,2.25,4,3.8,3.5,3.33333333333333,4,3,2,3,2.4,1.75,3.33333333333333,3.25,2,3.20952380952381,2.74814814814815,2.97883597883598,0.315659717926891,1,5.015459094370689,"2018/10/24 12:21:17"
738,"10/25/2018 8:17:11",3,1,29,1,5,5,5,4,4,5,5,2,2,5,4,4,4,4,5,4,5,4,5,5,5,4,5,5,5,5,4,5,5,2,2,5,4,4,5,5,5,2,5,5,5,5,4,5,5,2,5,4,5,5,5,4,4,5,5,4,5,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,2,1,1,1,2,2,1,1,1,1,2,2,2,1,2,1,3,1,1,1,1,2,"- Studie zum SelbstwertgefÃ¼hl,<br>- Selbst- und Fremdwahrnemung",1,3.5,2.25,2,1,1.5,1.5,1.25,2,1.25,1.25,1.4,1,2,1.6,1,1.25,1.33333333333333,1.4,1.25,1.66666666666667,1.5,1.25,1.63571428571429,1.36111111111111,1.4984126984127,0.0337531904155026,0,NA,"2018/10/25 08:17:11"
739,"10/25/2018 9:21:58",6,2,39,3,3,3,2,3,2,5,4,3,1,4,5,4,2,1,5,5,3,4,4,3,4,2,4,5,4,4,3,4,5,4,4,3,3,3,4,4,1,5,4,5,3,4,5,4,2,3,5,4,4,5,4,4,2,5,3,4,2,1,1,2,1,1,1,1,3,3,3,3,3,1,3,3,3,3,3,4,4,2,2,2,1,2,3,2,3,3,3,3,3,2,3,1,2,4,"Herauszufinden, ob PrÃ¤ferenzen im Klang mit dem psychischen Zustand und/oder Faktoren wie Alter/Geschlecht/Orientierung zusammenhÃ¤ngen. Oder nehmen Fragen zur Person EinfluÃŸ auf die (selektive)  Wahrehmung von WÃ¶rtern, die danach gezeigt werden.",3.4,2.5,1,4,2,2.75,2.75,2.75,2.75,2,1.75,1.4,3.25,1.33333333333333,3,2,1.5,2.66666666666667,2.6,1.25,3.33333333333333,2.25,3,2.40238095238095,2.4,2.40119047619048,1.00827685067715,1,5.413291746509097,"2018/10/25 09:21:58"
740,"10/25/2018 10:08:02",4,1,52,1,4,3,2,4,2,4,4,3,2,4,3,2,4,2,4,3,4,4,4,5,4,4,4,4,4,3,3,4,4,3,3,3,3,3,4,3,3,4,5,5,5,5,4,3,3,3,5,5,4,4,4,3,4,3,3,4,3,1,1,1,1,1,1,1,1,2,1,1,3,1,1,1,2,1,1,2,2,1,4,3,1,1,1,1,4,1,1,1,1,1,3,1,1,1,"wie GefÃ¼hle von TÃ¶nen beeinfluÃŸt werden",3,3,2.5,3.75,2,2.75,2.75,1.75,2.25,1.75,2.25,1.8,1.75,2.33333333333333,2.2,1,1,1,2,1,2.66666666666667,1,1,2.40238095238095,1.42962962962963,1.91600529100529,-0.051926701946413203,0,NA,"2018/10/25 10:08:02"
741,"10/25/2018 12:25:25",8,1,53,1,4,4,3,3,3,3,5,3,5,4,4,4,4,2,4,4,4,3,3,3,3,3,4,3,3,1,3,4,4,3,2,1,3,2,3,3,4,4,4,2,4,5,3,3,4,3,2,3,3,4,4,3,4,2,5,4,2,2,4,2,3,1,2,4,4,3,2,2,3,4,4,2,1,1,4,2,2,4,2,3,4,3,3,3,3,3,3,4,2,3,4,1,1,1,"keine Ahnung",3.2,3,2,2.75,2,3,3.25,2.25,2.5,3.25,2,2.4,2.25,4,2,1.6,1.75,3.33333333333333,2.8,3.75,3,3.5,3,2.70357142857143,2.74814814814815,2.72585978835979,0.202977362544124,1,6.680070520984354,"2018/10/25 12:25:25"
742,"10/25/2018 12:25:26",3,2,20,1,4,3,2,5,3,2,4,4,2,2,2,3,4,3,4,4,3,4,4,3,4,2,3,2,3,4,3,3,4,4,2,2,3,4,2,3,1,4,4,4,2,2,4,2,3,4,4,4,4,3,4,4,2,3,4,4,1,2,2,1,2,3,2,1,3,2,2,2,3,3,3,4,2,2,2,3,2,2,3,2,3,2,2,2,1,1,2,2,3,1,3,2,2,1,"Einen Zusammenhang zwischen emotionalem Zustand und Musikwahrnehmung zu untersuchen.",4.2,2,2.75,3.5,2.25,2.75,1.75,2.5,2.25,3.5,3.75,2.2,3.25,3,2.6,2,2,1.66666666666667,1.6,2.25,2.66666666666667,2.75,2,2.83214285714286,2.17037037037037,2.50125661375661,0.487455653066674,1,5.564422199335553,"2018/10/25 12:25:26"
743,"10/25/2018 12:25:54",4,1,20,1,3,4,4,4,2,5,4,4,4,3,4,2,3,4,4,3,2,4,3,4,4,3,3,2,2,4,3,4,5,3,3,4,4,4,3,4,4,4,4,4,2,3,4,4,2,3,4,4,3,5,4,3,3,2,4,4,4,2,3,4,2,3,2,2,4,2,3,3,4,4,3,4,3,2,4,4,4,4,2,3,4,4,2,3,3,3,4,4,5,3,4,2,2,2,"angenehme und unangenehme Situationen mit Charakter in Verbindung zu bringen",2,2.75,2,2,2,3.5,2,2.75,2.25,2.25,3.5,2,3.5,3,3.2,2.2,3.25,3.66666666666667,2.8,3.25,4,3.5,3,2.53571428571429,3.20740740740741,2.87156084656085,0.43068271368267,1,5.117575912359139,"2018/10/25 12:25:54"
744,"10/31/2018 8:21:45",5,1,18,1,3,2,4,4,2,5,5,5,4,4,5,3,4,4,5,4,3,5,2,4,4,3,4,2,3,4,3,4,4,5,4,1,3,3,4,4,1,4,4,4,2,2,4,3,2,4,5,4,2,5,5,5,3,4,4,3,1,2,2,2,1,1,2,2,3,3,2,3,3,3,2,2,4,2,2,4,3,2,3,2,2,2,3,3,2,4,2,1,4,1,4,2,1,1,"beeinflussung von musik auf unsere emotionen",4.4,1.25,1.5,2,1.5,3.5,2.25,3,2.25,1.75,3.25,1.8,3.25,2,3.6,1.8,1.75,1.66666666666667,1.4,2.5,3.33333333333333,2,3.25,2.40714285714286,2.36666666666667,2.38690476190476,-0.0351467957358009,1,5.118094495490105,"2018/10/31 08:21:45"
745,"10/31/2018 9:19:21",2,1,44,1,4,5,4,3,2,4,4,4,4,3,2,2,3,4,4,2,4,2,4,4,4,4,4,4,4,4,2,4,5,4,4,5,2,2,4,4,2,2,4,4,4,3,4,4,3,4,5,5,4,2,4,5,3,5,4,2,5,2,2,2,2,4,2,4,4,2,2,2,5,2,2,2,2,2,4,5,4,2,2,2,3,4,2,4,2,2,4,4,4,2,5,1,1,2,"vorgegebener Klang mit eigenen Bewertungen zu beeinflussen",1.8,1.75,4,2,2,3,2.75,2.25,3.75,1.75,3,1.6,2.25,1.66666666666667,3,1.8,2.75,3.33333333333333,2.4,3.25,4.66666666666667,2,2.5,2.39761904761905,2.85555555555556,2.6265873015873,0.555910949904209,1,3.946239389811321,"2018/10/31 09:19:21"
746,"10/31/2018 9:19:36",5,2,20,1,4,4,3,4,3,4,4,4,2,3,4,3,2,2,4,4,1,3,3,2,4,1,4,5,4,4,3,4,4,4,2,4,3,4,4,5,3,4,4,3,1,2,4,1,1,4,4,3,4,4,3,4,3,4,4,2,1,2,3,2,3,1,1,2,4,2,2,4,1,3,4,2,4,2,4,2,4,2,3,1,4,2,2,3,1,1,4,4,4,3,1,1,3,2,"unbewusste wahrnehmung",3.4,2,2,3,2.25,2.5,2,2.5,3.5,2.75,2.75,2.2,4.75,3,3,2,1.5,3.66666666666667,2.2,3,2,2.75,2.75,2.75714285714286,2.54074074074074,2.6489417989418,0.140021171063958,1,3.946093823358146,"2018/10/31 09:19:36"
747,"10/31/2018 9:19:37",5,1,19,1,4,4,3,4,2,3,3,2,2,3,3,3,3,3,2,3,2,4,4,3,2,3,2,3,2,2,3,2,3,2,2,4,3,2,3,4,4,4,4,3,2,1,2,4,2,2,4,2,2,3,3,2,4,3,3,4,4,2,4,2,2,1,2,3,4,3,3,4,4,4,3,3,2,2,2,3,4,3,4,2,1,2,3,4,3,4,3,4,4,2,3,1,2,3,"MusikalitÃ¤t mit bestimmten Charaktereigenschaften zu verknÃ¼pfen",2,4,2.75,3,3.5,3.75,3.25,2,2.5,2.75,3.5,3.8,3.75,3.33333333333333,3.2,2.2,1.5,2.33333333333333,2.8,3,3.66666666666667,3.25,3.75,3.13452380952381,2.85555555555556,2.99503968253968,0.0230518888673377,1,3.945937622141695,"2018/10/31 09:19:37"
748,"10/31/2018 9:19:40",6,1,21,1,3,4,3,2,1,2,3,3,2,2,3,2,2,2,3,4,1,4,4,3,5,4,3,3,2,4,3,3,4,3,2,3,3,3,2,4,3,4,4,4,3,3,2,4,2,4,4,2,2,4,3,3,3,2,3,2,3,1,4,2,2,1,2,1,3,4,4,2,3,2,3,3,3,3,3,4,3,4,4,2,2,2,3,2,2,4,3,1,1,1,4,1,2,2,"Aufmerksamkeit",2.6,2.75,2.25,3.25,2.5,4,3,2.5,3.25,3,3.5,3.2,3.75,3.33333333333333,3.2,2.4,1.5,2.33333333333333,1.8,1.75,3.33333333333333,3.5,3,3.06309523809524,2.53518518518519,2.79914021164021,-0.379267987195083,1,4.232378922944993,"2018/10/31 09:19:40"
750,"10/31/2018 10:23:47",3,1,21,1,3,3,2,5,3,4,3,4,3,4,3,2,3,2,4,2,4,3,3,3,4,3,3,4,3,5,3,4,5,4,3,3,3,5,4,2,1,2,3,3,3,4,4,3,3,4,4,4,3,3,4,4,3,4,5,4,1,1,3,3,2,2,1,1,3,4,2,3,4,1,3,2,2,1,2,4,4,3,3,2,1,3,2,1,2,2,2,1,3,1,4,1,1,1,"Die Wahrnehmung verschiedener KlÃ¤nge von unterschiedlichen Personen in verschiedenen Lebenssituationen zu testen",3.8,2,3.5,3.75,2.25,3,1,3,2.75,2.25,2.5,2,2.75,2.66666666666667,3.2,1.2,2.25,1.66666666666667,1.6,1,4,2.75,2.5,2.65833333333333,2.24074074074074,2.44953703703704,-0.166589205685375,1,3.613031705276205,"2018/10/31 10:23:47"
751,"10/31/2018 10:33:39",7,1,18,1,4,4,4,4,4,4,5,5,5,5,3,4,3,3,3,4,4,4,3,4,4,4,5,3,3,5,4,4,4,4,4,4,4,5,4,5,1,3,4,4,4,5,5,4,4,5,5,5,5,3,5,4,2,3,4,4,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,3,1,3,3,4,3,1,2,1,2,1,1,1,1,1,3,4,1,1,1,1,1," ",3.2,1.5,2.75,1.75,1.5,2,1.5,2.75,2.25,1.75,1.75,1.6,2,2.33333333333333,2.4,1,1.5,1.66666666666667,1.6,1.25,2,1.5,1,2.0452380952381,1.5462962962963,1.7957671957672,0.527112952905826,0,NA,"2018/10/31 10:33:39"
752,"10/31/2018 11:18:53",6,1,18,4,3,1,3,3,2,4,4,3,3,2,3,3,1,2,2,3,4,4,4,2,4,3,1,2,3,4,3,4,1,3,2,1,2,4,1,2,1,2,4,3,2,1,2,1,4,2,5,1,3,3,4,2,3,2,4,4,1,1,4,1,2,1,1,2,4,4,2,2,2,3,4,5,1,2,2,4,3,2,2,1,2,1,1,2,1,2,2,1,2,2,1,1,1,1,"Wahrnehmung von KlÃ¤ngen zu erforschen unter BerÃ¼cksichtigung der psychischen Situation",5,3.5,3.25,3.5,2,3.25,2.25,2.5,3.25,2.75,4,4.6,3,3.66666666666667,2.6,1.4,1,2,1.2,2.25,2,3.75,2.25,3.32261904761905,2.05,2.68630952380952,-0.202744029350876,1,3.867459876500297,"2018/10/31 11:18:53"
753,"10/31/2018 11:19:57",4,1,18,1,3,1,2,5,2,1,2,3,3,2,1,3,3,1,1,2,3,3,3,4,4,2,4,4,2,5,2,3,4,1,2,1,3,4,2,2,1,2,4,3,3,2,4,1,3,2,5,3,2,3,2,2,1,2,5,2,1,1,2,2,1,1,1,1,3,2,4,3,3,2,4,3,2,1,3,1,3,2,1,1,2,3,1,2,1,1,2,1,4,1,2,1,1,1,"Beeinflussung der GefÃ¼hle durch bestimmte TÃ¶ne oder Begriffe",5,4,4,4,3.25,4,1.25,3.25,3.25,3.5,3.25,2.8,2.75,3.66666666666667,2,1.6,1.75,2,1,1.75,2.66666666666667,2.75,2,3.42619047619048,1.9462962962963,2.68624338624339,0.50894333626608,1,3.5896237924656846,"2018/10/31 11:19:57"
754,"10/31/2018 11:28:11",4,2,24,1,4,4,4,4,3,4,4,4,3,3,4,3,3,3,3,4,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,3,4,5,5,4,4,4,4,5,4,4,4,4,4,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,4,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,3,2,4,3,2,2,"Zu erfahren was ich von mir selber halte ?",2.2,1.5,2,2.75,2,2.75,2.25,2,2.25,2,2.75,2.2,2,2,2.4,2,2.25,2.33333333333333,2,2,3,2,2,2.18928571428571,2.22037037037037,2.20482804232804,0.115209503759163,1,3.3374223262974985,"2018/10/31 11:28:11"
755,"10/31/2018 12:32:11",2,1,29,1,4,5,5,5,3,4,4,3,4,4,5,3,4,2,3,4,4,4,4,5,4,4,2,3,3,4,3,4,4,3,2,5,3,5,2,4,5,4,5,2,2,4,1,5,4,3,5,3,3,4,4,3,4,2,5,4,5,1,3,1,1,1,1,1,1,1,1,2,4,1,4,3,2,2,2,1,3,2,4,1,2,2,2,1,1,1,2,1,1,1,4,2,1,1,"GefÃ¼hle verbunden mit Musik",1,3,1.75,2.25,2,3,1.25,1.75,2.25,2.25,2.5,3.4,2.25,4,1.8,1.2,1.5,1.66666666666667,1,1.25,3.66666666666667,3,1.5,2.33214285714286,1.84259259259259,2.08736772486772,0.144094585494804,0,NA,"2018/10/31 12:32:11"
756,"10/31/2018 12:32:39",3,1,18,1,4,2,2,4,2,3,3,2,2,1,3,1,2,1,1,1,1,3,2,2,4,4,2,2,3,3,3,4,3,2,1,2,1,4,2,1,1,1,3,2,3,1,2,2,1,3,4,2,2,4,3,3,3,2,4,1,1,2,2,1,2,1,1,1,2,1,1,2,3,2,3,1,3,2,1,3,3,4,5,2,1,1,2,1,2,1,1,1,5,1,4,1,1,2,"Wahrnehmung und Einfluss von KlÃ¤ngen untersuchen",4.4,3.5,3.75,4.5,2.5,3.5,2.25,3,4.25,2.75,4.75,4,4.25,4.33333333333333,3.4,1.4,1,1,1.8,1.25,3.33333333333333,2.5,1.75,3.6952380952381,1.93703703703704,2.81613756613757,0.0853224776978186,1,2.8840774081333613,"2018/10/31 12:32:39"
757,"10/31/2018 12:32:44",5,1,22,1,2,3,3,4,2,2,4,3,3,3,2,3,4,4,3,2,3,3,2,4,5,2,4,3,4,3,4,5,3,3,3,2,3,4,4,5,2,3,3,4,4,4,3,2,3,4,3,4,4,3,4,3,3,4,4,3,1,1,3,1,1,2,1,4,3,2,1,2,4,2,3,2,1,1,2,2,3,1,2,2,1,2,1,2,1,3,2,3,3,1,3,1,1,2,"einfluss von priming auf aussagen",4,2.75,3.5,2.25,1.5,2.5,2.25,3.5,2.75,3.25,2.75,2.6,2.5,2.33333333333333,2,1,1.5,1.66666666666667,1.8,2.25,3.33333333333333,2.25,2.25,2.7452380952381,2.00555555555556,2.37539682539683,NA,1,2.8834218189076752,"2018/10/31 12:32:44"
758,"10/31/2018 12:33:18",5,2,19,1,4,3,4,3,2,4,4,4,3,2,3,2,3,2,4,3,3,4,4,4,4,4,3,3,4,2,3,4,4,5,3,3,4,4,4,3,1,4,4,3,3,3,4,3,3,5,5,4,4,3,4,5,4,3,4,3,1,2,2,1,2,1,1,2,1,2,2,3,3,1,1,4,2,1,2,3,4,2,2,2,3,2,1,2,2,1,2,3,4,1,3,1,1,2,"Aufmerksamkeit/Wahrnehmung/Konzentration/Valenz von WÃ¶rtern",3.8,1.25,2.75,3,2,2.75,2.75,2,2.5,1.75,3.5,2.2,2.75,3,2.6,1.4,1.25,1.66666666666667,2.2,2,3.33333333333333,2.25,1.5,2.57142857142857,2.02222222222222,2.2968253968254,0.282767651117701,1,2.882761716520597,"2018/10/31 12:33:18"
759,"10/31/2018 12:34:14",6,1,19,3,4,5,4,5,3,3,4,4,3,4,2,2,4,3,4,2,5,4,4,4,5,4,4,1,4,5,3,4,5,5,4,4,4,5,3,4,5,3,3,4,4,4,5,5,5,5,5,4,3,3,4,4,4,4,5,3,5,1,1,2,1,1,2,1,2,1,1,2,4,2,1,2,2,1,2,1,2,1,1,1,3,2,2,1,2,2,2,2,4,1,2,1,1,1,"den Zusammenhang von Selbst- und Klangwahrnehmung zu untersuchen",1.2,1.5,3.5,2.5,1.75,2.75,1,2.25,2.25,2.25,3.25,1.6,1.5,2,1.8,1.2,1.5,1.66666666666667,1.4,1.75,2.66666666666667,1.25,2,2.09285714285714,1.69259259259259,1.89272486772487,-0.138550958770991,0,NA,"2018/10/31 12:34:14"
760,"10/31/2018 12:34:24",5,1,18,3,4,2,3,5,4,5,4,3,4,3,3,2,4,2,4,3,1,5,4,5,4,4,3,3,3,3,3,3,4,2,5,1,1,5,5,4,1,4,5,5,3,2,4,2,2,3,5,5,4,4,4,3,4,5,5,5,1,2,4,1,2,3,2,1,4,5,3,4,1,1,3,2,4,2,4,4,4,3,4,3,2,1,3,2,2,4,1,2,5,1,5,1,1,2,"Herauszufinden, ob die persÃ¶nliche Situation und Charaktereinstellung einer Person mit ihrer Wahrnehmung von KlÃ¤ngen zusammenhÃ¤ngt.",4.6,3.25,2.5,2.75,2.25,2.5,1.5,1.75,2.25,1.25,3.5,2,3.25,1,4.4,2,1.5,2,2.2,1.5,3.33333333333333,3,3.75,2.45357142857143,2.63148148148148,2.54252645502646,0.166513869664877,1,2.882097173008772,"2018/10/31 12:34:24"
761,"10/31/2018 12:35:21",4,1,18,1,4,3,4,2,3,2,3,1,3,1,2,1,4,3,2,2,2,3,3,4,4,3,2,3,4,2,3,3,5,2,1,3,2,2,1,3,1,3,4,2,2,1,2,1,4,3,2,1,2,2,3,2,3,2,1,5,1,2,4,5,3,2,3,2,5,5,5,3,1,1,4,3,1,3,1,4,4,4,5,4,2,1,2,2,4,5,1,5,1,1,5,1,2,5,"Bewertung von KlÃ¤ngen in Zusammenhang mit der eigenen PersÃ¶nlichkeit und momentaner Stimmungen aufgrund der Lebenslage",4.2,4,3.75,2.75,2.75,3,4.25,2.5,2.5,4,4.5,3.6,3,4.33333333333333,3.2,3,2.25,1,4.2,1.75,3.33333333333333,3.75,3.75,3.50952380952381,2.91481481481481,3.21216931216931,0.22156470463163,1,2.6930781920326954,"2018/10/31 12:35:21"
762,"10/31/2018 12:36:52",3,1,19,1,3,1,1,4,4,3,4,4,2,4,3,4,4,3,4,5,4,5,5,5,5,4,4,4,4,1,3,3,4,5,4,4,4,5,3,4,1,4,4,3,2,3,4,1,3,5,4,4,2,5,3,5,4,3,4,3,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,2,2,4,4,3,2,2,2,2,2,2,1,1,1,2,2,5,1,1,1,2,2,"Eine Verbindung zwischen Musik wahrnehmung und unsere PersÃ¶nlicjkeit zu untersuchen.",4.4,1.25,1.75,3.5,2.25,2.75,2.5,2,2,2.5,2.25,2,2.5,2.66666666666667,2.8,1.4,1.5,2.33333333333333,1.6,1.25,1.66666666666667,1.5,1.5,2.45119047619048,1.72777777777778,2.08948412698413,-0.00724664626698111,0,NA,"2018/10/31 12:36:52"
764,"11/7/2018 9:17:45",3,1,19,1,5,5,4,5,4,5,5,5,4,5,4,3,3,3,5,4,5,5,5,5,5,5,5,4,4,5,5,5,5,5,3,5,5,5,5,4,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,5,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,4,1,4,1,1,1,"Wahrnehmung von Musik in Relation zur PersÃ¶nlichkeit",1,1,1.75,2.25,1,1.5,1,1,1.75,1,1.75,1,1,2.33333333333333,2.4,1,1,1,1,1,3.66666666666667,1.25,1,1.38095238095238,1.47962962962963,1.43029100529101,0.124231611283062,0,NA,"2018/11/07 09:17:45"
765,"11/7/2018 9:22:07",4,1,21,1,5,5,5,5,3,3,5,3,4,5,4,2,4,4,4,5,5,4,4,4,5,5,5,2,3,4,3,4,5,3,4,4,3,4,4,5,5,3,4,5,5,5,5,5,4,4,5,4,3,4,5,4,4,4,4,4,5,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1,2,1,2,2,1,1,2,1,1,1,3,1,1,1,2,1,3,1,1,1,"Assoziation von WÃ¶rtern und KlÃ¤ngen zuzuordnen und aufzuzeigen in Bezug auf das eigene (Selbstwert-) GefÃ¼hl",1.2,2.5,2,1.5,1.25,3,1.75,1.75,2.25,1.75,2.5,1.4,1.5,1.66666666666667,1.2,1,1,1.33333333333333,1.4,1.25,2.66666666666667,1.5,1,1.85833333333333,1.37222222222222,1.61527777777778,0.27531091983108,0,NA,"2018/11/07 09:22:07"
766,"11/7/2018 9:23:53",4,1,21,1,4,4,4,5,3,3,4,4,4,5,3,3,3,3,4,4,4,4,4,3,4,4,4,3,4,5,3,4,5,4,5,4,3,4,5,4,5,4,5,5,5,5,4,5,3,4,4,4,3,4,4,4,3,4,4,4,4,4,3,2,2,1,1,1,2,1,3,2,4,2,2,1,2,1,2,2,3,3,1,1,2,1,2,2,2,1,2,1,1,1,4,1,2,1,"Zusammenhang zwischen der Wahrnehmung von KlÃ¤ngen und TÃ¶nen und dem eigenen Selbst.",1.6,2,2.25,2.25,2,2.75,1.5,2,2.5,2,2,1.8,2.25,1.33333333333333,1.4,2.2,1.25,1.66666666666667,1.4,1.75,3.66666666666667,2.25,1.75,2.01666666666667,1.92592592592593,1.9712962962963,0.237845531790318,0,NA,"2018/11/07 09:23:53"
767,"11/7/2018 9:33:27",5,1,21,1,4,5,5,4,3,4,4,5,4,3,4,3,3,2,4,4,3,4,4,2,4,3,2,3,3,4,3,4,4,5,2,4,4,4,4,4,5,4,4,2,2,3,4,5,2,5,4,3,3,5,5,5,4,3,3,5,5,2,2,2,2,2,2,1,2,2,1,3,4,2,2,2,2,2,2,2,3,2,3,1,3,3,2,2,2,2,4,2,3,2,5,2,2,2,"hvi se ÃŸiew hcI",1.2,1,1.75,2.25,1.75,3,2.25,2,2,2.25,3,2.6,3.75,3.66666666666667,2.4,1.8,2.25,2.66666666666667,1.8,2,4,2,2.25,2.31904761904762,2.35185185185185,2.33544973544974,0.0994003071979653,1,2.6923459668764784,"2018/11/07 09:33:27"
768,"11/7/2018 10:23:15",5,2,24,1,4,4,3,3,2,4,4,4,2,3,3,3,3,4,4,4,4,3,3,4,4,3,3,3,3,4,3,4,5,4,3,1,4,4,5,5,1,3,4,4,3,4,4,4,4,4,5,3,3,3,4,4,2,4,3,4,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,4,1,1,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1," ",3.8,2,2.75,2.5,2,3.25,2.5,2.75,2.5,1.75,2.75,2.2,2.25,2.33333333333333,1,1,1,1.33333333333333,1.2,1,1.33333333333333,1.75,1.75,2.52380952380952,1.26296296296296,1.89338624338624,0.257137501999742,0,NA,"2018/11/07 10:23:15"
769,"11/7/2018 11:21:10",3,1,20,4,1,1,2,3,1,2,2,3,1,1,2,1,2,1,2,3,2,3,3,2,4,3,3,3,2,4,1,3,3,3,2,1,2,3,2,3,1,3,4,4,2,2,2,2,3,3,3,2,1,3,2,2,2,4,3,2,1,2,4,4,2,4,3,1,4,4,3,3,3,2,3,2,1,3,3,4,4,4,4,1,2,4,4,1,4,4,2,4,3,1,4,1,3,1,"implizites vs explizites selbstbild zu messen",4.8,3.25,3.25,4.25,3.25,4.75,2.75,3.5,3.75,3.5,4.25,3.6,3.75,2.66666666666667,3.2,2.8,3.25,2,2.4,1.5,3.66666666666667,3.25,3.75,3.66547619047619,2.86851851851852,3.26699735449735,0.0974357043405701,1,2.3510044941262005,"2018/11/07 11:21:10"
770,"11/7/2018 12:26:43",5,1,23,1,4,3,2,5,3,4,4,4,3,4,3,2,4,3,3,3,4,4,3,4,4,4,3,2,2,3,3,4,3,3,3,2,3,4,3,3,1,3,4,4,4,4,4,2,3,4,4,3,2,2,4,4,3,4,5,4,1,1,2,1,1,1,1,2,2,1,2,2,3,2,1,1,1,1,2,3,2,2,1,1,1,1,1,1,2,1,1,1,4,1,3,1,1,1," ",4.2,2.25,3.25,3.25,2,3.5,1.75,2.5,2.25,2.25,3,2.8,2.25,2.33333333333333,2,1.2,1,1.33333333333333,1.2,1.5,2.66666666666667,1.5,1.5,2.68452380952381,1.54444444444444,2.11448412698413,0.0309097603879943,0,NA,"2018/11/07 12:26:43"
771,"11/7/2018 12:29:23",2,1,19,1,5,5,5,5,4,4,5,4,5,5,3,4,5,3,4,4,4,4,5,5,4,4,4,3,3,5,4,4,4,3,4,5,5,5,3,4,5,3,5,3,4,4,4,5,4,5,5,5,4,4,5,4,4,4,5,5,5,1,1,2,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,4,1,2,1,1,1,"Zu unteruschen, wie sich MusikalitÃ¤t auf das Selbstbild und die GefÃ¼hle auswirkt",1,2,2.5,1.75,1.5,2.25,1,1.25,1.25,2,2,1.8,1.75,2.33333333333333,1.6,1,1.5,1,1,1.5,2,1,1.25,1.74166666666667,1.31666666666667,1.52916666666667,0.0245307434830469,0,NA,"2018/11/07 12:29:23"
